Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
B,Ship,5,4,237,5.0,medium,M,2.0,4541
A,Ship,3,2,236,2.0,medium,M,2.0,4239
B,Ship,5,2,214,5.0,low,F,3.0,3234
B,Ship,5,5,261,5.0,medium,M,9.0,5385
D,Road,3,3,199,2.0,low,M,4.0,3553
F,Ship,4,1,132,2.0,medium,M,1.0,5025
C,Road,3,5,189,3.0,low,F,43.0,2203
F,Flight,5,3,146,3.0,low,M,41.0,1204
F,Ship,4,4,264,2.0,low,M,35.0,2336
A,Ship,3,1,235,5.0,low,M,7.0,2991
F,Ship,3,2,176,3.0,low,F,29.0,1953
B,Ship,4,4,141,3.0,low,M,22.0,1735
D,Road,3,4,192,4.0,medium,M,3.0,4030
D,Road,3,4,151,4.0,medium,F,1.0,4587
F,Ship,3,3,243,3.0,medium,F,27.0,2052
C,Ship,5,5,141,3.0,high,M,41.0,1367
F,Ship,4,2,199,2.0,medium,F,4.0,3351
B,Flight,3,2,269,2.0,medium,F,1.0,4978
D,Flight,3,3,268,3.0,low,F,33.0,3872
B,Ship,3,5,251,3.0,medium,M,43.0,3651
F,Flight,4,4,213,4.0,low,M,2.0,5857
F,Ship,6,4,271,4.0,low,F,6.0,1503
A,Ship,5,5,228,3.0,medium,F,8.0,4731
F,Ship,5,5,141,3.0,low,M,4.0,4534
B,Ship,3,3,238,2.0,medium,F,4.0,4206
B,Ship,3,3,150,3.0,low,M,5.0,5328
C,Flight,2,2,184,3.0,medium,F,43.0,2484
C,Flight,4,5,260,3.0,low,M,10.0,4331
C,Ship,4,5,144,2.0,low,M,2.0,4978
C,Ship,5,2,156,4.0,low,M,8.0,5014
C,Ship,3,1,196,2.0,low,M,10.0,4141
D,Ship,5,1,186,2.0,high,F,43.0,3981
F,Ship,3,4,274,3.0,medium,M,19.0,3076
F,Road,2,5,147,2.0,medium,F,8.0,5499
A,Ship,5,1,233,3.0,low,M,10.0,5289
F,Ship,4,2,223,3.0,high,M,5.0,4282
B,Ship,5,1,210,3.0,low,F,9.0,2944
B,Ship,5,2,249,3.0,low,M,9.0,5978
C,Ship,3,5,196,3.0,low,M,1.0,5303
D,Ship,4,4,229,2.0,low,F,9.0,5672
A,Ship,5,4,269,2.0,low,F,9.0,5517
B,Road,4,4,206,3.0,medium,F,33.0,2804
F,Ship,4,3,257,3.0,medium,M,5.0,2489
A,Flight,3,5,214,5.0,high,M,43.0,3628
D,Ship,2,2,168,5.0,medium,F,1.0,1885
F,Ship,5,3,236,4.0,medium,M,7.0,4308
B,Road,4,4,248,3.0,medium,M,43.0,2868
F,Ship,3,2,220,3.0,low,F,7.0,5503
C,Ship,2,4,221,3.0,low,F,3.0,4076
B,Ship,5,3,201,2.0,low,M,4.0,3757
D,Road,3,2,204,2.0,medium,F,35.0,2090
D,Road,5,2,225,3.0,medium,F,29.0,2411
D,Ship,4,3,175,2.0,medium,M,3.0,4961
F,Ship,5,1,241,5.0,low,F,5.0,1116
C,Ship,5,1,217,2.0,medium,F,10.0,4264
B,Road,4,2,252,5.0,medium,M,2.0,5476
A,Ship,3,4,254,3.0,high,M,4.0,5830
A,Ship,4,2,142,2.0,medium,F,5.0,4062
F,Road,5,1,199,2.0,medium,M,7.0,4660
D,Ship,2,4,121,5.0,low,M,32.0,1788
D,Ship,6,4,275,4.0,low,F,3.0,1182
F,Road,3,1,135,2.0,low,M,7.0,5682
F,Ship,4,2,201,2.0,medium,M,6.0,5729
A,Flight,4,1,200,2.0,low,F,9.0,4808
B,Flight,3,4,176,3.0,medium,F,8.0,1567
B,Ship,4,3,244,3.0,medium,M,8.0,3318
A,Ship,4,5,138,3.0,medium,M,23.0,1785
B,Ship,3,3,193,3.0,medium,F,29.0,3453
C,Flight,3,1,263,3.0,medium,M,4.0,4616
B,Ship,3,5,107,5.0,low,F,4.0,5624
A,Ship,4,4,245,2.0,low,M,6.0,5772
B,Ship,4,2,275,5.0,medium,M,9.0,1890
C,Ship,3,5,188,4.0,medium,M,3.0,4033
F,Ship,4,1,254,5.0,medium,F,3.0,1880
F,Ship,2,2,162,3.0,high,M,10.0,4489
C,Ship,5,2,137,3.0,low,M,6.0,4883
B,Ship,3,1,215,2.0,medium,F,9.0,4940
F,Flight,4,1,152,5.0,medium,M,8.0,5711
D,Road,4,2,164,2.0,low,F,7.0,1116
A,Flight,6,1,157,5.0,low,M,1.0,4631
D,Ship,2,3,198,2.0,medium,F,6.0,1730
A,Flight,5,5,177,2.0,high,F,31.0,2000
D,Ship,3,2,201,4.0,medium,M,10.0,5565
F,Ship,4,3,275,3.0,low,F,3.0,4824
A,Ship,4,5,273,3.0,low,F,1.0,5043
F,Ship,5,3,206,4.0,high,F,1.0,4583
D,Ship,6,1,300,5.0,low,F,10.0,1787
A,Ship,5,2,249,5.0,low,M,8.0,5633
A,Road,4,5,218,3.0,low,F,40.0,3200
D,Ship,3,1,131,5.0,medium,M,8.0,5352
A,Flight,3,2,180,4.0,medium,M,43.0,1329
F,Ship,3,1,132,2.0,medium,M,2.0,4129
F,Road,4,5,135,2.0,high,F,22.0,1195
D,Flight,3,5,157,4.0,medium,M,26.0,1969
F,Ship,4,3,157,5.0,low,F,3.0,4878
F,Ship,3,5,171,3.0,medium,M,5.0,4075
F,Flight,5,3,218,5.0,low,F,6.0,1278
D,Road,3,1,224,3.0,low,F,43.0,3624
F,Ship,6,3,274,4.0,low,F,5.0,1452
F,Flight,3,5,173,2.0,low,M,14.0,1638
B,Ship,3,2,177,3.0,low,F,9.0,5427
A,Ship,6,4,217,5.0,low,F,7.0,3725
C,Ship,4,1,142,2.0,low,M,26.0,1683
F,Ship,3,4,164,5.0,medium,F,4.0,5567
B,Ship,4,3,253,4.0,high,M,4.0,4868
F,Ship,5,2,280,3.0,high,F,8.0,5858
C,Ship,4,2,247,2.0,medium,M,7.0,4955
D,Flight,4,2,219,4.0,high,F,2.0,4422
B,Flight,5,5,239,3.0,medium,M,8.0,4975
A,Flight,4,2,252,2.0,medium,F,6.0,5414
B,Ship,3,2,206,2.0,low,M,3.0,2261
A,Road,4,3,247,3.0,high,F,1.0,5214
B,Flight,3,5,140,5.0,low,M,7.0,4370
C,Ship,4,3,167,3.0,medium,M,5.0,5791
C,Ship,3,2,139,5.0,low,M,8.0,4595
B,Ship,7,1,269,4.0,medium,M,4.0,1118
F,Ship,3,4,245,4.0,low,M,9.0,4139
F,Flight,5,2,244,5.0,low,F,7.0,1315
C,Flight,6,5,253,4.0,medium,M,1.0,1977
F,Ship,4,3,247,2.0,medium,F,3.0,4862
F,Ship,6,2,191,5.0,low,M,1.0,4314
A,Road,6,2,290,5.0,medium,M,8.0,1512
A,Flight,4,1,270,5.0,medium,M,9.0,1280
F,Road,4,1,272,2.0,low,F,8.0,5328
B,Ship,4,4,162,2.0,medium,M,8.0,1386
F,Flight,4,1,167,3.0,low,F,43.0,1782
C,Ship,2,3,197,2.0,medium,F,2.0,4277
F,Ship,5,2,261,5.0,medium,M,9.0,1227
B,Ship,4,4,181,3.0,low,M,43.0,2070
F,Ship,3,1,213,2.0,low,M,6.0,4747
A,Flight,4,3,171,3.0,low,F,24.0,1304
F,Ship,4,3,272,3.0,medium,M,38.0,3705
C,Ship,6,5,295,4.0,medium,M,1.0,1159
C,Ship,4,5,209,2.0,low,F,8.0,4047
F,Ship,5,4,269,3.0,low,F,3.0,4489
F,Ship,5,1,255,5.0,low,F,3.0,1014
A,Ship,5,5,237,5.0,low,F,1.0,1526
F,Ship,2,3,192,2.0,low,F,31.0,2621
B,Ship,4,2,242,5.0,medium,F,10.0,5655
B,Ship,4,3,228,4.0,low,M,43.0,3583
F,Ship,2,4,204,5.0,low,F,4.0,4679
B,Flight,4,2,266,3.0,medium,M,4.0,4197
A,Ship,3,5,205,3.0,medium,F,9.0,4565
B,Ship,5,1,261,5.0,low,M,5.0,1837
F,Ship,3,2,216,3.0,low,F,10.0,4083
F,Ship,4,4,149,2.0,medium,F,9.0,4605
F,Ship,4,2,239,3.0,medium,F,5.0,5978
F,Flight,2,2,225,5.0,high,M,9.0,4947
C,Ship,4,1,258,3.0,medium,M,10.0,5916
C,Ship,4,3,237,5.0,low,M,8.0,5588
B,Ship,5,4,245,5.0,medium,M,9.0,1660
B,Ship,6,2,168,2.0,low,M,3.0,5853
C,Ship,2,3,158,2.0,medium,F,36.0,1788
D,Ship,5,1,176,4.0,low,F,1.0,4270
B,Ship,3,2,231,3.0,low,F,5.0,5046
A,Flight,2,5,277,3.0,medium,F,6.0,1057
F,Ship,5,5,234,2.0,medium,F,43.0,3822
B,Ship,7,2,254,4.0,medium,F,9.0,1788
F,Flight,3,1,265,3.0,medium,M,11.0,2194
D,Road,4,5,240,3.0,low,F,5.0,5734
B,Road,4,5,257,5.0,medium,M,6.0,1008
B,Flight,3,1,107,3.0,high,F,13.0,1861
B,Ship,3,2,165,3.0,low,F,19.0,1111
A,Flight,4,3,169,5.0,medium,M,3.0,5957
D,Ship,3,2,138,5.0,low,M,1.0,5721
F,Ship,3,4,220,3.0,medium,F,5.0,5078
C,Ship,4,1,202,2.0,low,M,40.0,2327
A,Road,6,3,232,5.0,high,M,10.0,4576
F,Ship,5,2,184,3.0,medium,F,8.0,4581
A,Ship,5,2,144,3.0,low,M,43.0,1202
C,Ship,4,2,151,3.0,medium,M,10.0,5698
D,Ship,5,1,143,3.0,medium,F,3.0,4907
F,Ship,3,2,268,3.0,low,M,9.0,4215
D,Ship,5,3,267,5.0,low,F,8.0,1421
F,Flight,4,3,178,3.0,medium,M,3.0,5669
A,Flight,6,2,290,4.0,medium,F,9.0,1339
F,Road,3,1,160,2.0,low,F,10.0,5642
F,Ship,3,1,150,2.0,medium,F,43.0,1431
F,Ship,3,4,235,2.0,medium,M,7.0,4013
C,Flight,4,3,186,3.0,medium,F,9.0,5131
B,Ship,5,3,212,2.0,low,F,7.0,5219
D,Ship,5,5,240,2.0,low,F,2.0,5655
A,Flight,5,1,303,5.0,medium,F,9.0,1203
A,Flight,3,4,229,2.0,low,M,43.0,2628
C,Ship,5,1,126,5.0,medium,F,2.0,5659
D,Road,3,3,227,3.0,medium,M,3.0,5644
A,Road,3,2,185,2.0,high,F,43.0,3864
C,Ship,4,1,263,5.0,low,M,3.0,1777
F,Flight,3,3,168,4.0,low,F,2.0,4541
F,Road,7,3,279,4.0,medium,M,8.0,1060
D,Road,3,5,161,3.0,medium,F,10.0,1978
B,Road,2,3,225,5.0,high,M,7.0,4009
F,Road,5,5,275,3.0,low,F,9.0,1691
A,Flight,4,3,170,2.0,low,M,2.0,5607
C,Ship,3,3,275,4.0,medium,M,6.0,4687
C,Ship,2,1,248,5.0,low,F,2.0,5182
B,Flight,3,2,257,2.0,low,F,9.0,5085
C,Road,6,4,289,4.0,low,F,1.0,1656
A,Ship,3,4,198,2.0,medium,F,20.0,2266
C,Ship,3,4,172,2.0,low,M,5.0,5919
B,Ship,3,1,158,5.0,low,M,4.0,1171
C,Road,3,1,182,3.0,low,M,2.0,5760
D,Ship,3,3,218,3.0,medium,M,6.0,5288
D,Flight,3,1,231,5.0,medium,F,43.0,3627
D,Ship,3,1,247,4.0,low,F,8.0,5376
F,Ship,2,2,259,3.0,low,M,6.0,4840
F,Flight,5,4,240,4.0,medium,F,2.0,5215
A,Ship,4,2,174,3.0,medium,F,10.0,4318
C,Ship,3,5,267,2.0,medium,M,4.0,4703
F,Ship,3,4,150,3.0,medium,M,43.0,1511
B,Road,4,3,265,2.0,medium,F,31.0,2326
D,Ship,5,5,253,5.0,medium,M,43.0,2627
F,Flight,2,3,198,2.0,medium,M,28.0,3514
B,Flight,5,5,216,2.0,high,M,33.0,3202
F,Ship,5,1,245,3.0,low,M,6.0,4343
D,Ship,4,4,222,4.0,medium,M,6.0,4733
D,Road,6,3,113,2.0,medium,F,4.0,5130
B,Ship,3,2,231,4.0,medium,M,43.0,3370
C,Ship,6,1,260,3.0,low,F,4.0,1338
F,Ship,3,1,202,3.0,low,F,43.0,3551
B,Ship,4,1,173,2.0,medium,F,8.0,4893
A,Ship,6,2,291,4.0,low,M,9.0,1241
B,Ship,4,4,170,3.0,medium,M,4.0,4062
A,Ship,2,2,157,2.0,medium,M,9.0,5875
B,Road,3,5,244,5.0,medium,F,10.0,4163
B,Road,4,5,213,3.0,low,F,7.0,4490
F,Ship,3,4,266,2.0,high,F,43.0,2779
B,Ship,5,2,172,2.0,high,F,1.0,5112
F,Ship,2,3,134,3.0,low,M,6.0,4444
F,Flight,4,2,238,2.0,low,M,1.0,5229
D,Ship,3,1,221,3.0,low,F,43.0,2794
D,Ship,4,2,238,3.0,low,F,28.0,1915
D,Ship,3,4,172,5.0,high,F,23.0,1875
B,Ship,6,5,258,4.0,low,M,5.0,1966
F,Ship,5,1,195,5.0,low,F,29.0,1039
A,Ship,4,4,254,5.0,low,M,9.0,1654
A,Ship,4,5,220,3.0,medium,F,1.0,4912
D,Ship,5,2,243,3.0,low,F,8.0,4133
F,Ship,3,3,261,3.0,medium,M,14.0,3479
A,Flight,4,5,154,3.0,medium,F,9.0,5208
D,Ship,3,2,211,3.0,high,M,7.0,4145
F,Flight,4,3,158,3.0,medium,F,43.0,1911
A,Ship,3,3,253,3.0,medium,M,5.0,4754
C,Flight,4,1,174,3.0,low,F,8.0,5549
C,Ship,4,4,149,3.0,low,F,8.0,5658
A,Ship,6,1,289,4.0,low,M,3.0,1181
F,Road,5,5,187,4.0,medium,F,9.0,5326
B,Ship,5,4,191,3.0,high,F,7.0,4435
D,Ship,6,5,286,4.0,low,M,9.0,1282
A,Ship,4,1,237,4.0,medium,F,22.0,2231
C,Ship,2,1,180,3.0,low,M,2.0,4615
A,Ship,6,1,271,4.0,low,F,9.0,1302
A,Ship,4,5,223,5.0,medium,M,4.0,4704
D,Ship,6,3,277,4.0,medium,F,6.0,1433
D,Ship,3,4,245,5.0,medium,M,1.0,5363
F,Road,6,5,282,4.0,medium,M,3.0,1385
C,Ship,4,3,145,3.0,low,F,5.0,5802
D,Ship,4,2,160,3.0,low,M,5.0,4492
F,Ship,3,3,265,4.0,low,M,43.0,2557
D,Ship,6,1,281,4.0,medium,M,2.0,1592
A,Ship,5,4,200,3.0,medium,M,24.0,2078
B,Flight,5,4,229,2.0,medium,M,9.0,3667
F,Road,6,4,253,4.0,medium,F,6.0,1961
F,Ship,3,3,141,3.0,low,F,7.0,4954
D,Ship,3,4,254,2.0,medium,F,43.0,3786
D,Ship,3,4,195,2.0,low,F,5.0,4660
A,Flight,4,4,225,5.0,low,M,5.0,5060
F,Ship,6,3,244,5.0,medium,F,5.0,1092
C,Ship,4,3,220,3.0,low,F,6.0,4894
F,Ship,3,5,159,3.0,medium,F,1.0,4314
F,Ship,4,4,261,3.0,high,M,9.0,5515
B,Flight,4,1,167,3.0,low,M,42.0,1197
C,Road,2,1,113,5.0,low,F,9.0,1957
F,Ship,4,3,242,2.0,medium,M,2.0,5879
F,Flight,3,4,149,3.0,medium,F,3.0,4540
D,Ship,4,1,230,3.0,medium,M,40.0,2225
F,Road,3,2,151,2.0,low,M,26.0,1793
F,Ship,3,4,136,3.0,medium,M,2.0,4524
D,Ship,3,3,254,2.0,high,M,17.0,3153
B,Road,3,2,140,2.0,high,F,7.0,1401
C,Road,5,1,258,3.0,high,M,3.0,4908
F,Road,7,3,274,5.0,low,F,9.0,1764
C,Ship,4,5,246,3.0,medium,F,7.0,4956
C,Ship,5,3,274,3.0,medium,F,43.0,2905
D,Ship,5,3,169,2.0,low,M,8.0,5352
F,Ship,3,5,221,3.0,medium,M,7.0,4741
D,Flight,6,4,270,4.0,low,F,10.0,1698
C,Ship,2,1,210,2.0,medium,F,6.0,5250
B,Ship,4,4,247,2.0,medium,F,6.0,5833
F,Flight,3,1,250,3.0,medium,F,8.0,5509
F,Ship,5,4,193,3.0,low,M,43.0,2758
D,Ship,3,3,124,3.0,medium,M,43.0,1959
B,Ship,6,4,275,4.0,low,M,10.0,1266
F,Flight,5,2,231,2.0,medium,F,43.0,3894
A,Ship,6,3,273,5.0,low,M,8.0,1746
F,Road,4,4,150,4.0,low,M,5.0,1263
A,Ship,3,1,101,5.0,low,F,3.0,4807
F,Ship,5,3,242,5.0,low,F,10.0,1846
D,Ship,5,5,204,5.0,medium,F,10.0,4251
C,Ship,3,5,171,3.0,medium,F,24.0,1300
D,Flight,5,1,255,4.0,medium,M,9.0,4881
F,Road,5,5,156,3.0,low,F,5.0,5398
C,Ship,4,2,201,3.0,medium,F,39.0,2066
A,Ship,4,3,170,4.0,medium,F,9.0,4375
A,Road,3,1,180,3.0,high,F,21.0,1047
C,Flight,3,5,169,3.0,low,F,4.0,5659
F,Ship,4,5,242,2.0,medium,F,2.0,4806
C,Ship,2,2,226,3.0,low,M,5.0,5875
F,Ship,5,2,233,3.0,low,F,5.0,5756
A,Road,3,1,132,4.0,medium,M,43.0,1067
A,Ship,4,4,233,3.0,low,F,5.0,5421
C,Ship,2,3,146,3.0,medium,M,18.0,1289
F,Ship,5,2,172,2.0,low,M,9.0,1097
F,Road,5,2,152,3.0,low,F,4.0,4770
F,Road,5,4,251,2.0,low,F,3.0,5347
B,Ship,3,3,250,3.0,medium,M,9.0,2752
F,Road,7,5,133,5.0,low,F,3.0,1544
B,Flight,5,2,223,5.0,low,F,5.0,1010
B,Ship,4,1,258,5.0,low,M,8.0,1306
D,Flight,4,1,258,2.0,low,F,43.0,3186
A,Ship,5,3,231,3.0,medium,F,2.0,4735
F,Ship,6,4,195,5.0,high,F,10.0,4225
B,Ship,4,2,225,3.0,low,M,43.0,3189
D,Road,4,3,236,2.0,high,M,23.0,3123
A,Road,5,3,230,3.0,medium,M,4.0,4914
B,Flight,2,5,193,5.0,medium,F,13.0,2882
F,Ship,4,3,197,3.0,low,F,20.0,3617
C,Ship,4,4,263,3.0,medium,F,8.0,5475
F,Ship,3,1,252,3.0,high,F,6.0,5101
F,Ship,3,3,101,2.0,medium,M,9.0,4860
A,Flight,5,5,105,4.0,low,M,6.0,5135
D,Ship,6,5,301,4.0,medium,F,2.0,1943
A,Ship,3,2,167,3.0,medium,M,5.0,5995
C,Ship,4,4,156,2.0,low,M,7.0,5017
C,Ship,3,4,142,2.0,medium,F,7.0,5346
C,Ship,4,1,180,3.0,medium,M,27.0,1551
A,Ship,3,5,144,4.0,medium,M,5.0,1104
D,Ship,3,2,254,2.0,low,M,1.0,4334
D,Flight,3,2,220,3.0,low,M,8.0,5032
F,Road,6,1,174,5.0,medium,F,1.0,5784
B,Road,4,1,238,5.0,medium,F,3.0,1913
F,Ship,3,4,261,2.0,low,F,1.0,5844
D,Ship,3,3,145,3.0,medium,F,8.0,4522
C,Ship,3,1,223,4.0,low,M,1.0,4195
F,Flight,4,4,263,2.0,medium,M,2.0,5797
C,Road,3,4,199,3.0,medium,M,1.0,4490
C,Ship,3,1,244,3.0,high,M,7.0,5140
F,Flight,2,2,167,2.0,medium,F,3.0,5894
A,Flight,4,4,237,3.0,medium,M,4.0,4747
B,Flight,5,1,151,2.0,medium,F,30.0,1377
B,Ship,4,5,239,5.0,low,F,7.0,1001
F,Flight,3,5,208,3.0,low,M,1.0,4803
F,Ship,3,4,175,3.0,medium,M,10.0,4771
C,Road,6,2,191,5.0,medium,M,7.0,5333
A,Ship,4,5,202,3.0,low,F,38.0,2651
B,Ship,4,3,245,5.0,low,F,3.0,1155
D,Ship,6,2,232,3.0,medium,F,7.0,5219
D,Ship,3,1,203,4.0,medium,M,12.0,2779
F,Road,4,3,174,3.0,low,F,3.0,4846
A,Ship,3,4,178,2.0,low,F,35.0,1183
C,Ship,5,1,187,4.0,high,M,14.0,3849
A,Ship,5,1,205,2.0,low,F,3.0,5682
F,Road,4,3,180,3.0,medium,M,4.0,5471
D,Ship,3,2,254,2.0,medium,F,2.0,3239
A,Ship,3,2,143,4.0,low,F,3.0,5845
F,Ship,4,3,204,3.0,low,M,30.0,3774
F,Ship,3,1,237,3.0,medium,F,4.0,5860
A,Road,5,3,204,2.0,low,M,40.0,2181
D,Ship,4,1,240,2.0,low,M,14.0,2437
A,Ship,6,2,282,4.0,medium,M,8.0,1553
D,Flight,6,1,231,4.0,medium,F,23.0,2455
C,Flight,3,2,181,4.0,low,F,18.0,3696
B,Ship,4,3,171,5.0,medium,F,9.0,1909
D,Ship,4,5,188,3.0,low,M,38.0,3031
D,Ship,4,3,206,2.0,medium,F,4.0,5194
D,Ship,2,2,156,3.0,low,F,5.0,5628
F,Ship,4,4,207,3.0,medium,F,1.0,4019
D,Ship,3,4,266,2.0,medium,F,38.0,2741
D,Ship,3,5,274,3.0,medium,M,5.0,4710
D,Ship,6,4,293,5.0,low,F,7.0,1117
F,Flight,3,4,196,4.0,low,M,5.0,4749
C,Ship,4,5,146,4.0,low,F,25.0,1606
F,Flight,4,5,137,2.0,low,M,7.0,4068
C,Ship,4,4,213,2.0,low,F,27.0,2938
F,Ship,5,2,182,3.0,low,F,10.0,4128
F,Ship,4,5,296,2.0,medium,M,1.0,1678
C,Road,6,1,302,4.0,low,F,1.0,1622
B,Ship,4,3,271,4.0,low,F,24.0,3499
B,Ship,4,2,261,2.0,medium,M,7.0,5764
A,Ship,6,1,282,4.0,low,M,7.0,1758
D,Ship,2,5,209,5.0,medium,F,9.0,5565
C,Ship,4,1,213,4.0,high,F,35.0,2343
B,Flight,5,3,260,5.0,medium,M,8.0,1001
B,Road,3,2,180,2.0,low,M,43.0,1853
F,Ship,4,4,133,4.0,high,F,10.0,5296
F,Flight,3,4,171,3.0,medium,F,5.0,4310
A,Ship,5,4,215,2.0,low,F,1.0,5669
A,Ship,5,3,131,5.0,low,F,5.0,4149
F,Ship,3,1,263,3.0,low,M,25.0,3689
D,Road,3,4,144,3.0,medium,M,8.0,5867
A,Ship,5,5,246,5.0,low,F,6.0,1911
A,Ship,3,4,180,2.0,medium,F,43.0,1942
F,Road,2,4,257,5.0,low,M,5.0,3986
F,Flight,3,2,219,4.0,low,F,6.0,4314
F,Flight,3,3,192,5.0,high,F,25.0,2152
C,Ship,6,1,309,4.0,medium,F,10.0,1904
D,Ship,2,4,172,5.0,low,M,4.0,4668
F,Ship,4,1,154,2.0,low,M,1.0,5578
F,Road,5,2,254,5.0,low,F,5.0,1951
F,Flight,3,4,190,5.0,medium,F,32.0,2064
F,Flight,3,4,181,3.0,low,M,10.0,5276
B,Ship,4,4,152,3.0,low,M,8.0,4430
C,Road,3,2,254,2.0,low,M,37.0,2469
B,Ship,3,4,185,2.0,low,F,43.0,2849
D,Ship,3,2,169,3.0,low,F,3.0,5673
C,Ship,3,1,257,2.0,medium,F,2.0,5815
C,Road,5,4,257,3.0,medium,F,3.0,4895
A,Flight,3,1,166,2.0,low,F,7.0,4375
D,Ship,4,2,262,3.0,low,M,2.0,4015
C,Flight,3,1,156,3.0,medium,F,1.0,1517
A,Ship,5,2,181,3.0,low,M,7.0,5875
D,Road,5,5,154,3.0,medium,F,43.0,1389
D,Ship,4,4,251,3.0,medium,F,9.0,5350
F,Ship,3,3,253,3.0,high,M,1.0,4263
D,Road,3,3,255,2.0,medium,M,3.0,2894
D,Flight,3,2,135,5.0,medium,M,8.0,4901
A,Ship,4,4,201,2.0,medium,F,8.0,5790
A,Ship,3,5,270,3.0,high,M,1.0,4078
A,Ship,3,1,213,3.0,high,F,6.0,5535
C,Flight,5,2,116,5.0,high,F,43.0,1130
D,Ship,5,3,149,3.0,medium,F,43.0,1005
B,Ship,5,5,177,4.0,medium,F,2.0,4873
F,Ship,6,5,210,5.0,high,M,37.0,3236
F,Ship,3,4,201,2.0,low,F,8.0,4394
D,Ship,6,4,138,3.0,medium,F,4.0,4225
F,Ship,4,5,267,4.0,low,M,20.0,3132
B,Ship,4,3,171,5.0,low,F,2.0,5242
F,Road,6,4,136,3.0,low,M,2.0,1187
D,Ship,2,4,252,4.0,medium,M,4.0,4787
C,Ship,2,3,248,4.0,high,F,2.0,4521
D,Ship,4,4,121,5.0,low,F,8.0,4233
D,Ship,3,4,273,3.0,high,F,8.0,4530
F,Road,3,3,236,2.0,medium,F,43.0,3360
A,Flight,5,5,213,3.0,medium,M,5.0,5247
B,Ship,4,2,183,2.0,low,F,8.0,4921
C,Ship,4,2,229,3.0,low,F,6.0,5691
C,Ship,3,5,256,2.0,medium,F,6.0,5375
A,Road,3,1,146,5.0,low,M,10.0,1737
D,Road,3,3,158,3.0,low,F,2.0,5205
F,Ship,5,3,121,2.0,medium,F,4.0,5231
C,Ship,7,2,272,4.0,medium,M,9.0,1188
D,Ship,3,1,167,2.0,low,M,1.0,5749
C,Ship,4,2,258,3.0,medium,F,9.0,4977
F,Ship,4,1,160,2.0,high,F,43.0,1861
C,Ship,5,2,228,5.0,low,M,6.0,1726
A,Flight,7,5,289,4.0,low,M,10.0,1385
B,Road,4,5,164,3.0,high,M,7.0,4657
B,Flight,5,1,202,4.0,low,F,2.0,5748
F,Ship,6,2,279,4.0,low,M,1.0,1150
D,Road,3,5,134,3.0,low,F,10.0,4693
F,Flight,3,5,190,3.0,medium,M,4.0,5069
C,Ship,7,4,281,4.0,low,M,9.0,1970
F,Ship,4,4,181,4.0,low,M,4.0,5767
A,Ship,3,4,213,2.0,medium,F,6.0,5374
C,Ship,5,2,203,2.0,medium,F,2.0,4712
F,Ship,3,1,160,3.0,low,M,43.0,1833
D,Road,3,3,189,3.0,high,M,9.0,4278
F,Ship,5,3,243,3.0,medium,F,10.0,4524
C,Ship,4,1,193,3.0,low,F,3.0,5919
F,Ship,3,3,168,4.0,low,F,4.0,4096
F,Flight,4,4,196,5.0,low,F,6.0,4258
C,Ship,2,5,233,3.0,low,M,9.0,4751
F,Ship,4,2,185,3.0,low,M,1.0,4786
D,Ship,4,1,261,4.0,low,F,43.0,3427
F,Ship,3,4,260,4.0,medium,M,10.0,5425
C,Ship,7,3,305,4.0,medium,F,6.0,1167
F,Ship,3,5,213,2.0,low,F,39.0,2857
B,Road,3,5,213,4.0,medium,M,9.0,5550
F,Road,4,4,238,4.0,high,M,1.0,5702
F,Flight,7,4,264,4.0,medium,M,6.0,1265
F,Ship,3,5,151,2.0,low,M,3.0,5039
C,Flight,4,3,208,2.0,medium,F,1.0,5826
A,Road,3,1,209,2.0,high,F,1.0,5779
D,Ship,3,4,252,2.0,low,M,6.0,4630
A,Ship,5,1,193,4.0,medium,F,10.0,5280
B,Ship,5,5,247,3.0,low,M,1.0,5226
F,Ship,5,3,226,2.0,high,F,6.0,5033
A,Ship,4,4,280,5.0,low,F,3.0,5034
B,Ship,2,1,207,4.0,low,M,1.0,5742
F,Road,6,4,253,2.0,low,F,9.0,5972
B,Ship,5,3,262,5.0,low,M,7.0,4157
B,Road,3,3,249,3.0,medium,M,43.0,2173
F,Ship,5,5,265,3.0,low,M,3.0,5637
A,Road,4,1,241,3.0,medium,F,43.0,3812
F,Road,3,2,144,3.0,high,F,9.0,4428
C,Ship,3,3,147,3.0,low,M,4.0,5805
F,Ship,3,2,204,2.0,high,F,2.0,5526
B,Road,4,5,210,4.0,low,M,3.0,5432
A,Road,4,5,229,5.0,low,F,3.0,1954
A,Ship,3,5,270,3.0,medium,M,5.0,4843
B,Ship,4,4,181,3.0,medium,F,9.0,4425
A,Ship,3,3,234,3.0,low,F,8.0,4839
C,Ship,2,1,177,4.0,low,M,43.0,1058
F,Ship,3,1,176,3.0,low,F,7.0,4276
D,Ship,3,1,273,5.0,low,F,9.0,1198
F,Ship,4,5,249,2.0,medium,F,10.0,4562
B,Ship,4,5,262,4.0,low,M,16.0,2871
D,Ship,3,5,254,3.0,medium,M,3.0,4072
C,Flight,3,3,197,3.0,medium,M,8.0,4568
B,Ship,5,2,174,2.0,medium,M,43.0,1091
