Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
F,Ship,4,3,257,3,medium,M,5,2489
D,Ship,2,2,168,5,medium,F,1,1885
F,Ship,5,3,236,4,medium,M,7,4308
F,Ship,3,2,220,3,low,F,7,5503
C,Ship,2,4,221,3,low,F,3,4076
B,Ship,5,3,201,2,low,M,4,3757
D,Ship,4,3,175,2,medium,M,3,4961
F,Ship,5,1,241,5,low,F,5,1116
C,Ship,5,1,217,2,medium,F,10,4264
A,Ship,3,4,254,3,high,M,4,5830
A,Ship,4,2,142,2,medium,F,5,4062
F,Road,5,1,199,2,medium,M,7,4660
D,Ship,6,4,275,4,low,F,3,1182
F,Road,3,1,135,2,low,M,7,5682
F,Ship,4,2,201,2,medium,M,6,5729
A,Flight,4,1,200,2,low,F,9,4808
B,Flight,3,4,176,3,medium,F,8,1567
B,Ship,4,3,244,3,medium,M,8,3318
C,Flight,3,1,263,3,medium,M,4,4616
B,Ship,3,5,107,5,low,F,4,5624
A,Ship,4,4,245,2,low,M,6,5772
C,Ship,3,5,188,4,medium,M,3,4033
F,Ship,4,1,254,5,medium,F,3,1880
F,Ship,2,2,162,3,high,M,10,4489
C,Ship,5,2,137,3,low,M,6,4883
B,Ship,3,1,215,2,medium,F,9,4940
F,Flight,4,1,152,5,medium,M,8,5711
D,Road,4,2,164,2,low,F,7,1116
D,Ship,2,3,198,2,medium,F,6,1730
D,Ship,3,2,201,4,medium,M,10,5565
F,Ship,4,3,275,3,low,F,3,4824
A,Ship,4,5,273,3,low,F,1,5043
F,Ship,5,3,206,4,high,F,1,4583
D,Ship,6,1,300,5,low,F,10,1787
F,Ship,3,1,132,2,medium,M,2,4129
F,Ship,3,5,171,3,medium,M,5,4075
F,Flight,5,3,218,5,low,F,6,1278
F,Ship,6,3,274,4,low,F,5,1452
F,Flight,3,5,173,2,low,M,14,1638
B,Ship,3,2,177,3,low,F,9,5427
A,Ship,6,4,217,5,low,F,7,3725
B,Ship,4,3,253,4,high,M,4,4868
F,Ship,5,2,280,3,high,F,8,5858
C,Ship,4,2,247,2,medium,M,7,4955
D,Flight,4,2,219,4,high,F,2,4422
B,Flight,5,5,239,3,medium,M,8,4975
A,Flight,4,2,252,2,medium,F,6,5414
B,Ship,3,2,206,2,low,M,3,2261
A,Road,4,3,247,3,high,F,1,5214
B,Flight,3,5,140,5,low,M,7,4370
C,Ship,4,3,167,3,medium,M,5,5791
C,Ship,3,2,139,5,low,M,8,4595
B,Ship,7,1,269,4,medium,M,4,1118
F,Ship,3,4,245,4,low,M,9,4139
C,Flight,6,5,253,4,medium,M,1,1977
F,Ship,4,3,247,2,medium,F,3,4862
F,Ship,6,2,191,5,low,M,1,4314
A,Road,6,2,290,5,medium,M,8,1512
A,Flight,4,1,270,5,medium,M,9,1280
F,Road,4,1,272,2,low,F,8,5328
B,Ship,4,4,162,2,medium,M,8,1386
C,Ship,2,3,197,2,medium,F,2,4277
F,Ship,5,2,261,5,medium,M,9,1227
F,Ship,3,1,213,2,low,M,6,4747
C,Ship,6,5,295,4,medium,M,1,1159
C,Ship,4,5,209,2,low,F,8,4047
F,Ship,5,4,269,3,low,F,3,4489
A,Ship,5,5,237,5,low,F,1,1526
B,Flight,4,2,266,3,medium,M,4,4197
A,Ship,3,5,205,3,medium,F,9,4565
B,Ship,5,1,261,5,low,M,5,1837
F,Ship,3,2,216,3,low,F,10,4083
F,Ship,4,4,149,2,medium,F,9,4605
F,Ship,4,2,239,3,medium,F,5,5978
C,Ship,4,1,258,3,medium,M,10,5916
B,Ship,6,2,168,2,low,M,3,5853
D,Ship,5,1,176,4,low,F,1,4270
B,Ship,3,2,231,3,low,F,5,5046
A,Flight,2,5,277,3,medium,F,6,1057
B,Ship,7,2,254,4,medium,F,9,1788
F,Flight,3,1,265,3,medium,M,11,2194
D,Road,4,5,240,3,low,F,5,5734
B,Road,4,5,257,5,medium,M,6,1008
B,Flight,3,1,107,3,high,F,13,1861
B,Ship,3,2,165,3,low,F,19,1111
F,Ship,3,4,220,3,medium,F,5,5078
A,Road,6,3,232,5,high,M,10,4576
F,Ship,5,2,184,3,medium,F,8,4581
C,Ship,4,2,151,3,medium,M,10,5698
D,Ship,5,1,143,3,medium,F,3,4907
F,Ship,3,2,268,3,low,M,9,4215
F,Flight,4,3,178,3,medium,M,3,5669
A,Flight,6,2,290,4,medium,F,9,1339
F,Road,3,1,160,2,low,F,10,5642
F,Ship,3,4,235,2,medium,M,7,4013
C,Flight,4,3,186,3,medium,F,9,5131
B,Ship,5,3,212,2,low,F,7,5219
D,Ship,5,5,240,2,low,F,2,5655
A,Flight,5,1,303,5,medium,F,9,1203
C,Ship,5,1,126,5,medium,F,2,5659
D,Road,3,3,227,3,medium,M,3,5644
C,Ship,4,1,263,5,low,M,3,1777
F,Flight,3,3,168,4,low,F,2,4541
F,Road,7,3,279,4,medium,M,8,1060
D,Road,3,5,161,3,medium,F,10,1978
F,Road,5,5,275,3,low,F,9,1691
A,Flight,4,3,170,2,low,M,2,5607
C,Ship,3,3,275,4,medium,M,6,4687
B,Flight,3,2,257,2,low,F,9,5085
C,Road,6,4,289,4,low,F,1,1656
C,Ship,3,4,172,2,low,M,5,5919
B,Ship,3,1,158,5,low,M,4,1171
C,Road,3,1,182,3,low,M,2,5760
D,Ship,3,3,218,3,medium,M,6,5288
D,Ship,3,1,247,4,low,F,8,5376
F,Ship,2,2,259,3,low,M,6,4840
F,Flight,5,4,240,4,medium,F,2,5215
A,Ship,4,2,174,3,medium,F,10,4318
C,Ship,3,5,267,2,medium,M,4,4703
F,Ship,5,1,245,3,low,M,6,4343
D,Ship,4,4,222,4,medium,M,6,4733
D,Road,6,3,113,2,medium,F,4,5130
C,Ship,6,1,260,3,low,F,4,1338
B,Ship,4,1,173,2,medium,F,8,4893
A,Ship,6,2,291,4,low,M,9,1241
B,Ship,4,4,170,3,medium,M,4,4062
A,Ship,2,2,157,2,medium,M,9,5875
B,Road,3,5,244,5,medium,F,10,4163
B,Road,4,5,213,3,low,F,7,4490
B,Ship,5,2,172,2,high,F,1,5112
F,Ship,2,3,134,3,low,M,6,4444
F,Flight,4,2,238,2,low,M,1,5229
B,Ship,6,5,258,4,low,M,5,1966
A,Ship,4,4,254,5,low,M,9,1654
A,Ship,4,5,220,3,medium,F,1,4912
D,Ship,5,2,243,3,low,F,8,4133
F,Ship,3,3,261,3,medium,M,14,3479
A,Flight,4,5,154,3,medium,F,9,5208
D,Ship,3,2,211,3,high,M,7,4145
A,Ship,3,3,253,3,medium,M,5,4754
C,Flight,4,1,174,3,low,F,8,5549
C,Ship,4,4,149,3,low,F,8,5658
A,Ship,6,1,289,4,low,M,3,1181
F,Road,5,5,187,4,medium,F,9,5326
B,Ship,5,4,191,3,high,F,7,4435
D,Ship,6,5,286,4,low,M,9,1282
C,Ship,2,1,180,3,low,M,2,4615
A,Ship,6,1,271,4,low,F,9,1302
A,Ship,4,5,223,5,medium,M,4,4704
D,Ship,6,3,277,4,medium,F,6,1433
F,Road,6,5,282,4,medium,M,3,1385
C,Ship,4,3,145,3,low,F,5,5802
D,Ship,4,2,160,3,low,M,5,4492
D,Ship,6,1,281,4,medium,M,2,1592
B,Flight,5,4,229,2,medium,M,9,3667
F,Road,6,4,253,4,medium,F,6,1961
F,Ship,3,3,141,3,low,F,7,4954
D,Ship,3,4,195,2,low,F,5,4660
A,Flight,4,4,225,5,low,M,5,5060
F,Ship,6,3,244,5,medium,F,5,1092
C,Ship,4,3,220,3,low,F,6,4894
F,Ship,3,5,159,3,medium,F,1,4314
F,Ship,4,4,261,3,high,M,9,5515
C,Road,2,1,113,5,low,F,9,1957
F,Ship,4,3,242,2,medium,M,2,5879
F,Flight,3,4,149,3,medium,F,3,4540
F,Ship,3,4,136,3,medium,M,2,4524
D,Ship,3,3,254,2,high,M,17,3153
B,Road,3,2,140,2,high,F,7,1401
C,Road,5,1,258,3,high,M,3,4908
F,Road,7,3,274,5,low,F,9,1764
C,Ship,4,5,246,3,medium,F,7,4956
D,Ship,5,3,169,2,low,M,8,5352
F,Ship,3,5,221,3,medium,M,7,4741
D,Flight,6,4,270,4,low,F,10,1698
C,Ship,2,1,210,2,medium,F,6,5250
B,Ship,4,4,247,2,medium,F,6,5833
F,Flight,3,1,250,3,medium,F,8,5509
B,Ship,6,4,275,4,low,M,10,1266
A,Ship,6,3,273,5,low,M,8,1746
F,Road,4,4,150,4,low,M,5,1263
A,Ship,3,1,101,5,low,F,3,4807
F,Ship,5,3,242,5,low,F,10,1846
D,Ship,5,5,204,5,medium,F,10,4251
D,Flight,5,1,255,4,medium,M,9,4881
F,Road,5,5,156,3,low,F,5,5398
A,Ship,4,3,170,4,medium,F,9,4375
C,Flight,3,5,169,3,low,F,4,5659
F,Ship,4,5,242,2,medium,F,2,4806
C,Ship,2,2,226,3,low,M,5,5875
F,Ship,5,2,233,3,low,F,5,5756
A,Ship,4,4,233,3,low,F,5,5421
C,Ship,2,3,146,3,medium,M,18,1289
F,Ship,5,2,172,2,low,M,9,1097
F,Road,5,2,152,3,low,F,4,4770
F,Road,5,4,251,2,low,F,3,5347
B,Ship,3,3,250,3,medium,M,9,2752
F,Road,7,5,133,5,low,F,3,1544
B,Flight,5,2,223,5,low,F,5,1010
B,Ship,4,1,258,5,low,M,8,1306
A,Ship,5,3,231,3,medium,F,2,4735
F,Ship,6,4,195,5,high,F,10,4225
A,Road,5,3,230,3,medium,M,4,4914
B,Flight,2,5,193,5,medium,F,13,2882
C,Ship,4,4,263,3,medium,F,8,5475
F,Ship,3,1,252,3,high,F,6,5101
F,Ship,3,3,101,2,medium,M,9,4860
A,Flight,5,5,105,4,low,M,6,5135
D,Ship,6,5,301,4,medium,F,2,1943
A,Ship,3,2,167,3,medium,M,5,5995
C,Ship,4,4,156,2,low,M,7,5017
C,Ship,3,4,142,2,medium,F,7,5346
A,Ship,3,5,144,4,medium,M,5,1104
D,Ship,3,2,254,2,low,M,1,4334
D,Flight,3,2,220,3,low,M,8,5032
B,Road,4,1,238,5,medium,F,3,1913
F,Ship,3,4,261,2,low,F,1,5844
D,Ship,3,3,145,3,medium,F,8,4522
C,Ship,3,1,223,4,low,M,1,4195
F,Flight,4,4,263,2,medium,M,2,5797
C,Road,3,4,199,3,medium,M,1,4490
C,Ship,3,1,244,3,high,M,7,5140
F,Flight,2,2,167,2,medium,F,3,5894
A,Flight,4,4,237,3,medium,M,4,4747
B,Ship,4,5,239,5,low,F,7,1001
F,Flight,3,5,208,3,low,M,1,4803
F,Ship,3,4,175,3,medium,M,10,4771
D,Ship,6,2,232,3,medium,F,7,5219
D,Ship,3,1,203,4,medium,M,12,2779
F,Road,4,3,174,3,low,F,3,4846
C,Ship,5,1,187,4,high,M,14,3849
A,Ship,5,1,205,2,low,F,3,5682
F,Road,4,3,180,3,medium,M,4,5471
D,Ship,3,2,254,2,medium,F,2,3239
A,Ship,3,2,143,4,low,F,3,5845
F,Ship,3,1,237,3,medium,F,4,5860
D,Ship,4,1,240,2,low,M,14,2437
A,Ship,6,2,282,4,medium,M,8,1553
C,Flight,3,2,181,4,low,F,18,3696
D,Ship,4,3,206,2,medium,F,4,5194
D,Ship,2,2,156,3,low,F,5,5628
F,Ship,4,4,207,3,medium,F,1,4019
D,Ship,3,5,274,3,medium,M,5,4710
F,Flight,3,4,196,4,low,M,5,4749
F,Flight,4,5,137,2,low,M,7,4068
F,Ship,5,2,182,3,low,F,10,4128
F,Ship,4,5,296,2,medium,M,1,1678
C,Road,6,1,302,4,low,F,1,1622
B,Ship,4,2,261,2,medium,M,7,5764
A,Ship,6,1,282,4,low,M,7,1758
D,Ship,2,5,209,5,medium,F,9,5565
B,Flight,5,3,260,5,medium,M,8,1001
F,Ship,4,4,133,4,high,F,10,5296
F,Flight,3,4,171,3,medium,F,5,4310
A,Ship,5,4,215,2,low,F,1,5669
D,Road,3,4,144,3,medium,M,8,5867
A,Ship,5,5,246,5,low,F,6,1911
F,Flight,3,2,219,4,low,F,6,4314
C,Ship,6,1,309,4,medium,F,10,1904
D,Ship,2,4,172,5,low,M,4,4668
F,Ship,4,1,154,2,low,M,1,5578
F,Flight,3,4,181,3,low,M,10,5276
B,Ship,4,4,152,3,low,M,8,4430
D,Ship,3,2,169,3,low,F,3,5673
C,Ship,3,1,257,2,medium,F,2,5815
C,Road,5,4,257,3,medium,F,3,4895
A,Flight,3,1,166,2,low,F,7,4375
D,Ship,4,2,262,3,low,M,2,4015
C,Flight,3,1,156,3,medium,F,1,1517
A,Ship,5,2,181,3,low,M,7,5875
D,Ship,4,4,251,3,medium,F,9,5350
F,Ship,3,3,253,3,high,M,1,4263
D,Road,3,3,255,2,medium,M,3,2894
A,Ship,4,4,201,2,medium,F,8,5790
A,Ship,3,5,270,3,high,M,1,4078
A,Ship,3,1,213,3,high,F,6,5535
B,Ship,5,5,177,4,medium,F,2,4873
F,Ship,3,4,201,2,low,F,8,4394
D,Ship,6,4,138,3,medium,F,4,4225
B,Ship,4,3,171,5,low,F,2,5242
F,Road,6,4,136,3,low,M,2,1187
D,Ship,2,4,252,4,medium,M,4,4787
C,Ship,2,3,248,4,high,F,2,4521
D,Ship,4,4,121,5,low,F,8,4233
D,Ship,3,4,273,3,high,F,8,4530
A,Flight,5,5,213,3,medium,M,5,5247
B,Ship,4,2,183,2,low,F,8,4921
C,Ship,4,2,229,3,low,F,6,5691
C,Ship,3,5,256,2,medium,F,6,5375
A,Road,3,1,146,5,low,M,10,1737
D,Road,3,3,158,3,low,F,2,5205
F,Ship,5,3,121,2,medium,F,4,5231
C,Ship,7,2,272,4,medium,M,9,1188
D,Ship,3,1,167,2,low,M,1,5749
C,Ship,4,2,258,3,medium,F,9,4977
C,Ship,5,2,228,5,low,M,6,1726
A,Flight,7,5,289,4,low,M,10,1385
B,Road,4,5,164,3,high,M,7,4657
B,Flight,5,1,202,4,low,F,2,5748
F,Ship,6,2,279,4,low,M,1,1150
D,Road,3,5,134,3,low,F,10,4693
F,Flight,3,5,190,3,medium,M,4,5069
C,Ship,7,4,281,4,low,M,9,1970
F,Ship,4,4,181,4,low,M,4,5767
A,Ship,3,4,213,2,medium,F,6,5374
C,Ship,5,2,203,2,medium,F,2,4712
D,Road,3,3,189,3,high,M,9,4278
F,Ship,5,3,243,3,medium,F,10,4524
C,Ship,4,1,193,3,low,F,3,5919
F,Ship,3,3,168,4,low,F,4,4096
F,Flight,4,4,196,5,low,F,6,4258
C,Ship,2,5,233,3,low,M,9,4751
F,Ship,4,2,185,3,low,M,1,4786
F,Ship,3,4,260,4,medium,M,10,5425
C,Ship,7,3,305,4,medium,F,6,1167
B,Road,3,5,213,4,medium,M,9,5550
F,Road,4,4,238,4,high,M,1,5702
F,Flight,7,4,264,4,medium,M,6,1265
F,Ship,3,5,151,2,low,M,3,5039
C,Flight,4,3,208,2,medium,F,1,5826
A,Road,3,1,209,2,high,F,1,5779
D,Ship,3,4,252,2,low,M,6,4630
A,Ship,5,1,193,4,medium,F,10,5280
B,Ship,5,5,247,3,low,M,1,5226
F,Ship,5,3,226,2,high,F,6,5033
A,Ship,4,4,280,5,low,F,3,5034
B,Ship,2,1,207,4,low,M,1,5742
F,Road,6,4,253,2,low,F,9,5972
B,Ship,5,3,262,5,low,M,7,4157
F,Ship,5,5,265,3,low,M,3,5637
F,Road,3,2,144,3,high,F,9,4428
C,Ship,3,3,147,3,low,M,4,5805
F,Ship,3,2,204,2,high,F,2,5526
B,Road,4,5,210,4,low,M,3,5432
A,Road,4,5,229,5,low,F,3,1954
A,Ship,3,5,270,3,medium,M,5,4843
B,Ship,4,4,181,3,medium,F,9,4425
A,Ship,3,3,234,3,low,F,8,4839
F,Ship,3,1,176,3,low,F,7,4276
F,Ship,4,5,249,2,medium,F,10,4562
B,Ship,4,5,262,4,low,M,16,2871
D,Ship,3,5,254,3,medium,M,3,4072
C,Flight,3,3,197,3,medium,M,8,4568
F,Road,3,5,241,3,medium,M,10,5099
F,Ship,3,1,241,3,medium,M,9,5184
C,Road,3,3,176,3,medium,M,9,5575
D,Ship,4,5,190,3,medium,M,6,4671
F,Flight,6,2,282,4,medium,F,9,1385
B,Road,5,2,152,3,high,F,5,5502
D,Ship,2,5,238,4,medium,M,9,4086
D,Flight,7,1,280,5,low,M,10,1199
B,Ship,4,2,266,3,medium,F,2,5252
F,Ship,4,4,150,2,medium,M,3,1285
F,Flight,4,2,246,3,low,F,7,5616
F,Flight,4,4,146,3,medium,F,6,4672
D,Ship,5,4,193,3,medium,M,3,4559
A,Ship,3,2,177,4,low,F,3,4199
F,Ship,6,3,304,4,low,M,3,1752
B,Road,3,1,133,3,low,F,9,5724
F,Ship,5,2,269,2,medium,F,9,5672
A,Flight,5,5,222,3,medium,M,5,4949
C,Ship,4,2,252,3,medium,M,8,4262
A,Ship,6,4,271,4,medium,M,8,1867
F,Ship,5,5,104,4,high,F,9,5652
B,Ship,5,2,239,5,medium,F,6,1365
C,Ship,3,4,154,2,high,F,2,4998
C,Ship,3,3,225,4,low,M,10,5690
B,Ship,3,2,211,4,high,M,1,5831
A,Road,4,5,244,3,medium,M,3,5857
D,Ship,3,5,241,3,low,M,2,4976
B,Ship,4,4,185,3,low,M,13,2080
F,Ship,4,1,209,3,low,F,7,4808
F,Ship,5,1,187,4,medium,F,8,5164
B,Ship,4,3,243,3,medium,M,1,5021
D,Ship,6,2,292,4,medium,M,2,1149
F,Ship,3,4,260,4,high,M,17,2666
C,Road,4,5,189,2,low,F,15,2457
B,Ship,6,5,157,5,low,F,10,1133
F,Ship,6,3,272,4,low,M,5,1355
C,Ship,4,4,172,3,medium,F,1,4201
B,Road,5,1,203,3,low,F,2,4162
F,Ship,5,2,243,3,high,M,2,5734
B,Ship,3,5,144,2,medium,M,2,4629
C,Flight,4,2,134,3,medium,F,1,4064
D,Ship,6,5,244,4,medium,F,6,1185
D,Road,3,4,134,3,medium,F,9,4230
F,Ship,5,5,228,5,low,F,6,4506
C,Ship,7,5,273,4,low,F,7,1364
B,Flight,5,3,171,3,medium,F,7,4994
B,Ship,4,5,207,2,low,F,3,5270
A,Ship,3,5,143,2,low,F,6,4253
C,Ship,4,2,212,3,medium,M,3,5427
C,Ship,4,1,225,2,medium,F,10,4577
F,Ship,4,5,147,2,low,M,17,1057
F,Road,3,2,236,3,medium,M,8,5783
C,Flight,6,3,276,4,low,M,6,1670
F,Ship,4,1,233,4,low,M,2,1809
B,Ship,2,2,203,4,medium,M,10,5764
F,Ship,3,4,243,2,medium,M,1,5840
C,Ship,6,4,291,4,low,F,5,1112
F,Flight,3,3,270,3,low,M,7,4152
D,Ship,4,4,270,3,low,F,4,5888
F,Ship,6,4,299,4,low,M,9,1527
C,Flight,4,1,190,4,medium,F,5,5570
F,Ship,6,4,151,3,low,F,10,5414
D,Ship,2,1,148,2,low,M,10,5939
B,Ship,4,2,260,3,low,M,4,5504
D,Ship,5,2,270,3,low,M,3,5266
B,Ship,4,5,270,3,medium,F,2,5272
B,Ship,6,4,221,5,low,M,9,4360
D,Flight,4,2,194,3,low,F,3,5174
C,Ship,2,5,164,4,medium,M,2,1439
C,Ship,5,5,249,4,medium,M,2,1727
D,Ship,5,5,192,2,low,M,10,5564
A,Ship,3,2,206,3,high,F,1,4431
F,Ship,5,4,154,2,low,F,5,5528
F,Ship,7,2,305,4,medium,M,7,1813
A,Ship,3,1,231,3,low,M,1,5392
B,Ship,4,3,198,3,medium,F,1,5846
F,Ship,4,4,233,2,high,F,1,5320
F,Ship,4,5,247,2,medium,F,18,2404
B,Ship,4,3,151,3,medium,F,8,4025
F,Ship,3,1,266,3,low,M,6,4010
F,Ship,6,5,294,4,medium,F,2,1273
B,Ship,7,5,265,4,low,F,9,1393
F,Ship,7,5,253,4,low,M,10,1166
C,Ship,2,2,135,3,low,M,15,1339
D,Ship,2,5,284,3,medium,M,6,4575
F,Ship,6,3,301,4,low,F,2,1083
B,Ship,4,4,159,3,low,M,9,4265
B,Ship,5,1,174,3,low,M,10,4008
F,Ship,5,2,249,3,medium,M,6,5212
A,Ship,4,2,238,2,low,F,2,4002
C,Ship,4,3,261,3,low,F,9,5994
C,Flight,5,5,131,5,low,F,1,5299
F,Ship,4,1,178,3,medium,M,9,1006
F,Ship,6,2,282,4,medium,M,6,1674
F,Road,5,3,280,3,high,M,2,5273
F,Ship,4,2,268,2,medium,F,8,4219
A,Ship,3,2,159,2,medium,M,8,4326
B,Ship,3,2,270,3,medium,M,9,5873
C,Road,3,3,136,3,low,M,10,5175
B,Flight,4,2,116,3,low,F,2,5602
F,Ship,3,3,129,3,high,M,7,5197
F,Road,4,3,176,2,low,F,6,5149
C,Road,3,4,160,3,low,M,10,4602
F,Ship,5,3,242,5,medium,F,5,1820
F,Ship,4,4,184,3,medium,F,2,4124
D,Ship,2,2,169,3,medium,F,4,5485
A,Flight,4,2,243,2,medium,F,6,4573
D,Ship,4,5,251,5,medium,F,7,1381
F,Flight,6,3,178,5,low,F,5,4567
A,Flight,3,5,151,3,low,M,3,1273
F,Flight,3,3,252,2,high,M,1,5707
C,Road,4,2,197,3,low,F,2,5707
F,Road,3,5,147,3,medium,M,5,5357
F,Ship,4,3,225,5,low,F,10,1310
B,Road,3,4,228,4,medium,M,6,4947
D,Flight,2,1,181,4,low,F,2,4747
B,Ship,5,5,235,5,medium,M,9,1032
B,Ship,4,4,231,5,low,F,6,5482
F,Ship,4,1,217,3,medium,M,2,2692
F,Road,3,3,242,2,medium,F,7,4960
F,Flight,3,5,207,4,low,M,10,4092
F,Flight,3,2,210,3,low,F,9,4731
B,Ship,5,5,242,5,medium,M,3,1444
D,Road,4,1,208,3,medium,F,7,4592
A,Ship,5,3,257,5,medium,F,10,1812
D,Ship,3,1,166,2,high,F,6,5905
B,Ship,6,4,278,4,low,M,3,1141
A,Ship,5,4,248,4,medium,F,5,4271
B,Ship,4,5,234,3,medium,F,3,5142
F,Ship,5,5,125,3,low,M,10,4997
D,Ship,5,3,223,3,low,F,2,4671
F,Ship,5,5,286,3,low,F,18,3163
D,Ship,3,1,226,2,low,M,4,4804
B,Ship,3,5,247,3,medium,F,7,4966
D,Ship,4,1,243,5,medium,F,1,4624
B,Road,5,5,257,4,medium,M,10,5180
C,Ship,5,1,257,5,medium,M,1,1102
A,Ship,4,2,156,4,medium,F,2,5795
F,Ship,4,4,256,3,medium,M,1,5784
B,Ship,3,4,240,2,low,M,8,3883
F,Ship,3,1,139,2,medium,M,3,4226
D,Ship,5,4,168,3,low,F,13,1317
A,Ship,5,4,223,5,low,M,2,1400
B,Ship,5,4,227,2,medium,M,10,4734
B,Road,6,3,305,4,medium,F,9,1479
D,Ship,3,5,196,3,high,F,4,4569
C,Flight,2,1,173,2,high,M,1,4135
D,Ship,5,3,163,3,medium,M,9,4419
C,Ship,6,5,178,3,low,F,5,4096
B,Flight,6,5,277,4,medium,F,5,1845
F,Ship,5,1,183,3,low,F,10,5023
D,Ship,3,1,153,3,low,M,10,5121
C,Ship,4,1,253,2,low,F,9,4299
D,Ship,5,1,224,3,low,M,7,5870
A,Flight,5,3,175,3,low,M,7,4833
F,Ship,5,2,285,4,medium,F,7,1666
F,Ship,7,4,301,4,low,F,1,1150
F,Road,4,4,259,2,medium,F,8,4672
F,Flight,6,3,266,4,low,F,9,1876
A,Flight,2,4,151,4,low,F,6,1803
F,Flight,4,3,245,5,low,M,4,1470
A,Ship,6,5,251,4,medium,F,3,1660
B,Flight,4,2,282,4,medium,M,5,5422
F,Road,3,2,145,2,low,M,3,4409
D,Ship,6,5,254,4,high,F,10,1217
D,Flight,3,2,262,2,medium,M,4,5738
F,Ship,3,1,202,3,low,F,1,3738
F,Ship,6,5,167,2,low,M,10,4013
D,Flight,5,1,160,5,low,F,1,4672
B,Ship,3,1,231,3,medium,M,9,5148
F,Flight,5,2,254,5,medium,F,2,5655
F,Ship,4,5,158,4,low,F,4,1595
C,Ship,5,2,191,2,high,F,6,2059
C,Flight,3,2,251,2,medium,F,4,4074
B,Ship,3,2,154,3,medium,M,1,5322
A,Ship,6,3,210,4,medium,M,9,5440
B,Ship,5,3,262,5,low,F,10,1197
F,Ship,4,5,173,3,low,F,7,4410
F,Flight,3,1,187,2,low,F,8,4292
F,Ship,3,3,112,4,low,F,7,5716
A,Ship,3,1,271,2,medium,F,7,4569
F,Ship,3,5,187,4,medium,F,4,5640
F,Ship,6,1,260,3,medium,M,1,5134
B,Ship,3,3,219,3,medium,F,17,3387
C,Ship,3,2,243,3,medium,F,8,4093
F,Road,3,4,136,3,medium,M,6,4631
A,Road,6,3,236,3,medium,M,6,2639
F,Ship,5,3,223,5,medium,M,4,1817
F,Road,4,1,140,5,medium,M,6,4001
A,Ship,3,1,238,3,medium,F,5,4399
B,Ship,2,5,188,2,medium,F,9,4610
D,Ship,3,4,246,3,low,M,1,4020
F,Ship,4,5,160,2,medium,F,8,5234
F,Ship,5,3,245,2,medium,F,8,3231
A,Ship,5,1,246,2,low,F,4,5461
C,Ship,5,1,152,3,medium,F,6,4735
F,Ship,4,2,239,4,medium,M,8,4039
A,Flight,5,4,136,4,low,M,9,5469
A,Ship,4,2,163,3,low,F,11,1926
F,Ship,3,2,143,4,medium,F,7,4486
F,Ship,5,4,178,2,low,F,4,5307
F,Flight,4,3,197,5,low,F,8,4209
C,Flight,3,1,203,3,medium,F,3,4137
B,Ship,3,3,209,3,medium,F,5,5831
C,Ship,4,1,239,2,high,M,16,2504
D,Ship,4,5,253,2,low,M,8,5652
B,Ship,3,2,208,2,low,F,7,4582
B,Ship,4,1,231,2,medium,M,3,4696
A,Ship,2,5,212,2,high,F,3,4389
C,Flight,6,5,305,4,medium,M,10,1418
D,Ship,2,1,252,3,low,F,12,2800
B,Ship,4,4,202,3,medium,M,2,4299
F,Ship,6,4,284,4,low,F,9,1845
F,Flight,3,3,157,4,low,M,7,5974
F,Ship,4,4,253,2,medium,F,5,5624
F,Ship,2,2,201,3,high,M,2,4865
F,Ship,5,2,196,3,medium,M,4,4868
F,Ship,6,3,279,4,low,M,7,1090
A,Ship,4,1,139,3,medium,M,7,4550
B,Road,6,5,295,4,medium,M,2,1981
D,Ship,3,4,232,2,low,F,8,5629
B,Ship,4,4,195,4,medium,M,2,5464
D,Flight,5,4,286,5,low,F,3,5208
B,Ship,3,2,166,2,medium,M,6,4765
B,Road,5,4,180,4,medium,F,7,4200
F,Ship,4,3,232,3,low,M,11,2624
F,Ship,2,5,264,2,low,M,9,5898
F,Ship,3,4,134,3,low,F,9,4436
F,Ship,3,2,160,3,low,F,4,4683
F,Ship,4,3,171,3,medium,F,8,4826
F,Road,3,4,160,4,low,M,1,5341
D,Ship,4,3,156,3,medium,F,8,4701
D,Flight,4,4,220,2,medium,F,7,2551
F,Ship,4,3,164,4,medium,M,1,4257
A,Ship,5,2,266,2,low,M,3,4030
D,Flight,6,1,290,4,medium,M,6,1505
B,Ship,3,4,194,3,medium,M,3,2169
B,Ship,5,2,178,5,low,F,5,5167
F,Road,3,2,158,3,medium,M,4,5335
F,Ship,7,3,133,5,low,F,4,1783
A,Ship,4,5,258,5,medium,M,2,1481
B,Ship,5,5,232,3,low,F,5,5338
B,Ship,4,3,150,4,low,F,4,1021
C,Road,5,4,140,3,medium,M,4,4623
B,Road,3,2,227,2,low,M,10,5401
F,Road,3,5,256,2,medium,F,9,5750
D,Road,3,3,213,2,low,M,10,5495
A,Flight,4,5,178,2,high,M,5,5403
C,Ship,4,3,257,5,medium,F,9,1080
C,Ship,4,5,234,5,low,F,2,1087
B,Ship,6,2,310,4,medium,F,5,1791
F,Ship,4,1,182,2,medium,F,10,5638
F,Flight,5,2,165,2,medium,F,6,4819
