ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Gender_encoded,Product_importance_encoded,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship
6623,6,5,152,4,8,5351,0,0,1,0,0,1,0,0,0,0,1
6624,3,4,160,4,9,4733,1,1,1,0,0,0,0,1,0,0,1
6625,3,2,263,3,3,5303,0,0,0,0,0,0,1,0,0,0,1
6626,4,1,164,3,4,5910,0,1,0,0,0,0,0,1,0,0,1
6627,3,3,209,2,1,5098,1,1,1,1,0,0,0,0,0,0,1
6628,5,1,245,3,9,4694,0,0,0,0,1,0,0,0,0,0,1
6629,3,4,172,2,5,5919,0,1,0,0,0,1,0,0,0,0,1
6631,3,3,145,3,8,4522,0,0,1,0,0,0,1,0,0,0,1
6632,3,4,248,3,6,4932,0,0,1,0,0,0,0,1,0,0,1
6633,5,4,242,3,4,4805,0,0,2,1,0,0,0,0,0,0,1
6634,4,3,237,3,8,5045,1,0,1,0,1,0,0,0,0,0,1
6635,4,4,203,2,4,4793,0,0,0,0,0,1,0,0,0,0,1
6636,3,4,186,4,6,4403,0,1,0,0,0,0,0,1,0,0,1
6637,4,1,155,5,1,5986,0,0,0,0,0,0,1,0,0,0,1
6638,3,4,153,4,5,5604,1,1,0,0,0,0,0,1,0,0,1
6639,3,2,199,2,10,4659,0,1,1,1,0,0,0,0,0,0,1
6640,4,5,219,3,8,4605,0,1,1,0,1,0,0,0,0,0,1
6641,4,1,156,2,8,5488,0,1,0,0,0,1,0,0,0,0,1
6642,5,5,135,2,1,4324,1,0,0,0,0,0,0,1,0,0,1
6643,3,4,244,3,2,5389,0,1,1,0,0,0,1,0,0,0,1
6644,5,1,183,3,10,5023,0,0,0,0,0,0,0,1,0,0,1
6645,4,3,258,2,3,4555,0,0,0,1,0,0,0,0,0,0,1
6646,6,2,168,2,3,5853,0,1,0,0,1,0,0,0,0,0,1
6647,5,1,161,2,10,4108,1,0,1,0,0,1,0,0,0,0,1
6648,4,2,246,2,2,4497,1,1,0,0,0,0,0,1,0,0,1
6649,3,3,232,4,3,5828,0,1,1,0,0,0,1,0,0,0,1
6650,3,3,155,2,5,5577,0,0,1,0,0,0,0,1,0,0,1
6651,5,5,162,2,6,5868,0,1,1,1,0,0,0,0,0,0,1
6652,4,3,123,4,6,4166,0,1,1,0,1,0,0,0,0,0,1
6653,3,4,235,2,10,4575,0,0,0,0,0,1,0,0,0,0,1
6654,5,1,179,2,3,5417,0,0,0,0,0,0,0,1,0,0,1
6655,3,5,202,2,3,5746,1,1,1,0,0,0,1,0,0,0,1
6656,4,5,272,2,1,5378,0,0,1,0,0,0,0,1,0,0,1
6657,4,2,185,3,1,5338,0,1,1,1,0,0,0,0,0,0,1
6658,3,3,188,2,2,4336,0,0,1,0,1,0,0,0,0,0,1
6659,3,2,250,4,3,5449,1,0,0,0,0,1,0,0,0,0,1
6660,5,3,224,4,7,4553,0,1,0,0,0,0,0,1,0,0,1
6661,4,1,261,3,10,5943,0,0,0,0,0,0,1,0,0,0,1
6662,3,1,200,2,8,4337,0,1,1,0,0,0,0,1,0,0,1
6663,4,1,200,4,3,5837,0,1,1,1,0,0,0,0,0,0,1
6664,2,1,143,3,4,4512,0,1,0,0,1,0,0,0,0,0,1
6665,3,4,199,3,7,5089,0,1,0,0,0,1,0,0,0,0,1
6666,4,5,157,3,2,5791,1,1,1,0,0,0,0,1,0,0,1
6667,3,2,225,3,5,4304,1,1,2,0,0,0,1,0,0,0,1
6668,3,3,152,2,3,4193,1,1,1,0,0,0,0,1,0,0,1
6669,4,4,236,2,6,5101,1,0,1,1,0,0,0,0,0,0,1
6670,3,1,266,5,1,5459,0,1,0,0,1,0,0,0,0,0,1
6671,3,2,243,4,4,4410,1,1,1,0,0,1,0,0,0,0,1
6673,3,5,153,4,10,5897,0,0,0,0,0,0,1,0,0,0,1
6674,4,2,232,3,7,5737,1,0,1,0,0,0,0,1,0,0,1
6675,3,3,253,3,5,4754,1,1,1,1,0,0,0,0,0,0,1
6676,3,3,150,3,5,5328,0,1,0,0,1,0,0,0,0,0,1
6677,4,3,198,2,5,5724,1,1,0,0,0,1,0,0,0,0,1
6678,4,4,231,3,9,4305,1,1,0,0,0,0,0,1,0,0,1
6679,3,5,135,2,9,5614,1,0,1,0,0,0,1,0,0,0,1
6680,5,4,153,3,5,4711,1,1,0,0,0,0,0,1,0,0,1
6681,4,2,201,2,3,4869,1,1,0,1,0,0,0,0,0,0,1
6682,4,4,273,2,6,5676,1,1,1,0,1,0,0,0,0,0,1
6683,5,4,245,3,4,4298,0,1,2,0,0,1,0,0,0,0,1
6684,4,4,157,2,9,4491,1,1,0,0,0,0,0,1,0,0,1
6685,4,3,150,2,8,4965,1,0,2,0,0,0,1,0,0,0,1
6686,3,3,243,2,3,4675,1,1,0,0,0,0,0,1,0,0,1
6687,4,5,105,5,4,5824,1,1,2,1,0,0,0,0,0,1,0
6688,5,4,221,5,6,5059,0,1,0,0,1,0,0,0,0,1,0
6690,4,4,263,3,5,4193,0,1,1,0,0,0,0,1,0,1,0
6691,3,3,213,2,10,5495,0,1,0,0,0,0,1,0,0,1,0
6692,6,1,259,3,3,5683,0,0,0,0,0,0,0,1,0,1,0
6693,4,2,190,3,7,4766,0,1,1,1,0,0,0,0,0,1,0
6694,3,5,213,4,9,5550,1,1,1,0,1,0,0,0,0,1,0
6695,5,3,261,4,5,4623,1,0,1,0,0,1,0,0,0,1,0
6696,3,5,254,3,5,4946,0,1,1,0,0,0,0,1,0,1,0
6697,3,4,151,4,1,4587,1,0,1,0,0,0,1,0,0,1,0
6698,5,1,187,4,9,5657,1,0,1,0,0,0,0,1,0,1,0
6699,4,5,139,2,1,4606,0,0,1,1,0,0,0,0,0,1,0
6700,5,2,173,2,10,4741,0,0,2,0,1,0,0,0,0,1,0
6701,3,3,136,3,10,5175,0,1,0,0,0,1,0,0,0,1,0
6702,4,1,272,4,1,5597,0,1,2,0,0,0,0,1,0,1,0
6703,6,4,116,3,6,4649,0,1,0,0,0,0,1,0,0,1,0
6704,4,2,181,3,10,4212,1,1,0,0,0,0,0,1,0,1,0
6705,5,3,230,3,4,4914,1,1,1,1,0,0,0,0,0,1,0
6706,2,5,127,3,3,5964,0,0,1,0,1,0,0,0,0,1,0
6707,3,1,182,3,2,5760,0,1,0,0,0,1,0,0,0,1,0
6708,3,1,186,2,7,4556,0,0,1,0,0,0,0,1,0,1,0
6709,5,1,271,4,3,4610,1,1,0,0,0,0,1,0,1,0,0
6710,5,3,171,2,1,5385,1,0,1,0,0,0,0,1,1,0,0
6711,4,3,238,2,2,5328,0,0,1,1,0,0,0,0,1,0,0
6712,4,4,184,3,8,4453,1,1,0,0,1,0,0,0,1,0,0
6713,5,2,214,2,8,4767,0,0,0,0,0,1,0,0,1,0,0
6715,3,2,168,4,1,4184,1,0,0,0,0,0,1,0,1,0,0
6716,6,4,221,5,8,4511,1,1,1,0,0,0,0,1,1,0,0
6717,3,5,260,3,7,5379,1,1,1,1,0,0,0,0,1,0,0
6718,4,3,204,3,2,5010,0,1,1,0,1,0,0,0,1,0,0
6719,4,2,142,3,6,4918,0,0,1,0,0,1,0,0,1,0,0
6720,4,3,178,3,3,5669,0,1,1,0,0,0,0,1,1,0,0
6721,2,1,203,3,6,4234,0,1,1,0,0,0,1,0,1,0,0
6722,4,2,180,4,9,4329,0,1,1,0,0,0,0,1,1,0,0
6723,4,4,193,3,3,4596,0,0,1,1,0,0,0,0,1,0,0
6724,5,4,99,2,4,4259,0,0,2,0,1,0,0,0,1,0,0
6725,3,1,250,3,1,4347,0,1,0,0,0,1,0,0,1,0,0
6726,4,1,152,3,3,4250,1,0,1,0,0,0,0,1,1,0,0
6727,4,1,265,2,10,5418,1,0,0,0,0,0,1,0,1,0,0
6728,2,3,226,2,2,4566,0,1,1,0,0,0,0,1,1,0,0
6729,3,3,234,3,3,4405,0,1,0,1,0,0,0,0,1,0,0
6730,4,3,225,2,4,4732,0,0,2,0,1,0,0,0,1,0,0
6731,3,5,161,2,9,4623,0,1,1,0,0,1,0,0,0,0,1
6732,5,2,246,3,10,5110,0,0,1,0,0,0,0,1,0,0,1
6733,4,5,162,3,10,4850,1,0,1,0,0,0,1,0,0,0,1
6734,4,4,135,3,2,5016,0,1,1,0,0,0,0,1,0,0,1
6735,4,3,201,2,10,4875,0,0,0,1,0,0,0,0,0,0,1
6737,5,2,214,2,10,5192,0,0,0,0,0,1,0,0,0,0,1
6738,6,3,245,5,8,5678,1,0,1,0,0,0,0,1,0,0,1
6739,5,5,192,2,10,5564,0,1,0,0,0,0,1,0,0,0,1
6740,5,5,179,5,3,4333,1,1,0,0,0,0,0,1,0,0,1
6741,6,3,210,4,9,5440,0,1,1,1,0,0,0,0,0,0,1
6742,3,2,209,2,2,4635,0,0,1,0,1,0,0,0,0,0,1
6743,4,2,200,3,7,4323,0,1,1,0,0,1,0,0,0,0,1
6744,6,3,165,5,5,4871,0,1,1,0,0,0,0,1,0,0,1
6745,3,5,168,3,7,4296,0,1,1,0,0,0,1,0,0,0,1
6746,4,4,203,2,10,5192,0,0,0,0,0,0,0,1,0,0,1
6747,4,5,202,3,8,5416,0,1,1,1,0,0,0,0,0,0,1
6748,4,2,266,3,2,5252,1,0,1,0,1,0,0,0,0,0,1
6750,5,3,173,3,5,5395,0,1,0,0,0,0,0,1,0,0,1
6751,2,4,156,3,8,5668,1,0,1,0,0,0,1,0,0,0,1
6752,3,5,109,2,2,5978,1,1,2,0,0,0,0,1,0,0,1
6753,3,4,250,3,6,4830,1,1,0,1,0,0,0,0,0,0,1
6754,2,4,195,4,3,5641,1,1,1,0,1,0,0,0,0,0,1
6755,4,1,160,5,10,4018,1,0,0,0,0,1,0,0,0,0,1
6756,2,5,189,3,5,5320,0,0,0,0,0,0,0,1,0,0,1
6757,4,3,239,3,9,5897,1,1,1,0,0,0,1,0,0,0,1
6758,3,3,204,2,5,5399,0,0,1,0,0,0,0,1,0,0,1
6759,4,5,156,3,5,4610,0,1,0,1,0,0,0,0,0,0,1
6760,5,2,192,3,7,5695,1,0,2,0,1,0,0,0,0,0,1
6761,4,2,233,2,7,5546,1,1,0,0,0,1,0,0,0,0,1
6762,5,3,253,3,3,5944,1,0,0,0,0,0,0,1,0,0,1
6764,4,2,211,2,9,5883,1,0,0,0,0,0,0,1,0,0,1
6766,5,4,211,4,4,4498,1,0,0,0,1,0,0,0,0,0,1
6767,2,3,248,4,2,4521,0,0,2,0,0,1,0,0,0,0,1
6768,3,4,176,3,4,5623,0,1,1,0,0,0,0,1,0,0,1
6770,5,5,195,4,1,4393,1,0,0,0,0,0,0,1,0,0,1
6771,3,2,137,3,4,5617,0,0,0,1,0,0,0,0,0,0,1
6772,4,4,195,4,2,5464,0,1,1,0,1,0,0,0,0,0,1
6773,2,5,185,3,9,5810,0,0,0,0,0,1,0,0,0,0,1
6774,3,1,250,2,9,4753,0,0,1,0,0,0,0,1,0,0,1
6775,3,2,150,3,2,4660,1,1,0,0,0,0,1,0,0,0,1
6776,3,1,166,3,9,4251,0,0,1,0,0,0,0,1,0,0,1
6777,4,5,257,2,5,4127,0,1,1,1,0,0,0,0,0,0,1
6778,5,1,249,3,5,4392,0,0,1,0,1,0,0,0,0,0,1
6779,5,5,268,3,7,4480,1,0,1,0,0,1,0,0,0,0,1
6780,4,4,273,3,3,5749,1,0,0,0,0,0,0,1,0,0,1
6781,5,5,246,3,9,4107,0,0,1,0,0,0,1,0,0,0,1
6783,5,2,168,2,6,5464,1,1,0,1,0,0,0,0,0,0,1
6784,5,2,249,3,9,5978,1,1,0,0,1,0,0,0,0,0,1
6785,3,1,220,3,6,5319,0,0,1,0,0,1,0,0,0,0,1
6786,4,3,189,2,7,4765,0,0,0,0,0,0,0,1,0,0,1
6787,5,2,237,4,5,5623,1,1,0,0,0,0,1,0,0,0,1
6788,4,4,247,3,2,5324,1,0,2,0,0,0,0,1,0,0,1
6792,4,2,142,2,6,5326,0,1,0,0,0,0,0,1,0,0,1
6793,3,1,207,2,7,4639,0,1,0,0,0,0,1,0,0,0,1
6794,3,1,214,2,10,4310,0,0,2,0,0,0,0,1,0,0,1
6797,4,1,186,2,4,4686,1,1,0,0,0,1,0,0,0,0,1
6798,4,4,250,3,10,4505,0,1,0,0,0,0,0,1,0,0,1
6799,4,3,172,3,10,5434,0,0,1,0,0,0,1,0,0,0,1
6803,4,2,173,3,3,5364,0,0,2,0,0,1,0,0,0,0,1
6805,4,4,182,3,7,5197,0,0,2,0,0,0,1,0,0,0,1
6806,3,1,192,3,9,5004,0,0,0,0,0,0,0,1,0,0,1
6809,3,3,242,2,7,4501,0,0,0,0,0,1,0,0,0,0,1
6810,3,1,237,3,4,5860,0,0,1,0,0,0,0,1,0,0,1
6811,5,2,259,5,7,1032,0,0,0,0,0,0,1,0,0,0,1
6813,6,3,289,4,5,1708,0,0,2,1,0,0,0,0,0,0,1
6814,6,3,308,5,4,1118,0,0,1,0,1,0,0,0,0,0,1
6815,6,3,297,4,2,1954,0,1,1,0,0,1,0,0,0,0,1
6816,4,1,255,5,4,1005,0,0,0,0,0,0,0,1,0,0,1
6817,6,1,266,4,9,1287,0,1,0,0,0,0,1,0,0,0,1
6818,7,2,302,4,6,1632,0,1,0,0,0,0,0,1,0,0,1
6819,4,5,223,5,6,1579,1,0,1,1,0,0,0,0,0,0,1
6820,6,5,261,4,9,1266,1,0,0,0,1,0,0,0,0,0,1
6821,4,4,273,5,10,1316,0,1,0,0,0,1,0,0,0,0,1
6822,6,3,260,4,9,1131,1,1,0,0,0,0,0,1,0,0,1
6823,5,2,266,5,1,1504,1,0,0,0,0,0,1,0,0,0,1
6824,2,1,164,5,4,1708,0,1,0,0,0,0,0,1,0,1,0
6826,6,3,305,4,9,1479,1,0,1,0,1,0,0,0,0,1,0
6827,5,4,248,5,3,1471,1,0,0,0,0,1,0,0,0,1,0
6828,7,3,279,4,8,1060,0,1,1,0,0,0,0,1,0,1,0
6830,5,4,267,5,9,1017,0,1,0,0,0,0,0,1,0,1,0
6831,7,1,275,4,7,1754,0,1,1,1,0,0,0,0,0,1,0
6832,5,1,168,2,10,4240,0,0,0,0,1,0,0,0,0,1,0
6833,5,2,249,3,2,4696,0,1,0,0,0,1,0,0,0,1,0
6834,3,2,220,3,7,4555,1,1,1,0,0,0,0,1,0,1,0
6835,4,4,189,2,5,4553,0,1,0,0,0,0,1,0,0,1,0
6836,5,2,237,4,9,5922,0,0,0,0,0,0,0,1,0,1,0
6837,4,3,247,3,1,5214,0,0,2,1,0,0,0,0,0,1,0
6841,4,5,142,2,2,4472,0,1,0,0,0,0,1,0,0,1,0
6842,3,4,207,2,6,5852,1,1,0,0,0,0,0,1,0,1,0
6843,3,2,214,2,7,4938,0,0,2,1,0,0,0,0,0,1,0
6846,4,2,186,2,2,5604,1,1,0,0,0,0,0,1,1,0,0
6847,4,2,250,3,5,4488,1,1,0,0,0,0,1,0,1,0,0
6848,4,1,172,3,10,5106,1,0,1,0,0,0,0,1,1,0,0
6852,4,1,173,3,1,5749,0,1,2,0,0,0,0,1,1,0,0
6854,4,3,182,3,3,5624,0,0,2,0,0,0,0,1,1,0,0
6855,3,5,192,3,7,4056,1,0,0,1,0,0,0,0,1,0,0
6858,3,5,242,2,1,5803,1,1,0,0,0,0,0,1,1,0,0
6859,3,1,237,3,1,4476,1,0,1,0,0,0,1,0,1,0,0
6860,5,4,259,5,10,1177,0,1,0,0,0,0,0,1,1,0,0
6862,6,4,289,4,4,1822,0,0,2,0,1,0,0,0,1,0,0
6863,6,2,308,5,4,1303,0,1,1,0,0,1,0,0,1,0,0
6864,6,3,297,4,1,1080,0,1,1,0,0,0,0,1,1,0,0
6865,4,3,255,5,1,1192,0,1,0,0,0,0,1,0,1,0,0
6866,6,3,266,4,9,1876,0,0,0,0,0,0,0,1,1,0,0
6867,7,1,302,4,4,1647,0,1,0,1,0,0,0,0,1,0,0
6868,4,4,223,5,1,1124,1,1,1,0,1,0,0,0,0,0,1
6869,6,4,261,4,5,1794,1,0,0,0,0,1,0,0,0,0,1
6870,4,2,273,5,4,1223,1,0,0,0,0,0,0,1,0,0,1
6871,6,3,260,4,10,1140,0,0,0,0,0,0,1,0,0,0,1
6872,5,2,266,5,10,1274,1,0,0,0,0,0,0,1,0,0,1
6873,2,3,164,5,7,1243,0,1,0,1,0,0,0,0,0,0,1
6875,6,5,305,4,9,1072,0,0,1,0,0,1,0,0,0,0,1
6876,5,2,248,5,4,1284,1,1,0,0,0,0,0,1,0,0,1
6877,7,2,279,4,5,1210,0,1,1,0,0,0,1,0,0,0,1
6879,5,1,237,5,2,1429,1,0,1,1,0,0,0,0,0,0,1
6883,5,3,223,5,10,1170,1,1,1,0,0,0,1,0,0,0,1
6884,5,5,275,5,3,1145,0,0,0,0,0,0,0,1,0,0,1
6887,6,3,278,4,3,1033,0,0,2,0,0,1,0,0,0,0,1
6888,5,3,243,5,2,1776,1,1,0,0,0,0,0,1,0,0,1
6889,7,3,309,4,1,1290,1,0,0,0,0,0,1,0,0,0,1
6890,6,2,279,4,1,1150,1,1,0,0,0,0,0,1,0,0,1
6891,6,3,247,4,3,1903,0,1,1,1,0,0,0,0,0,0,1
6892,5,1,235,5,6,1059,1,0,1,0,1,0,0,0,0,0,1
6893,5,5,268,5,10,1906,0,0,1,0,0,1,0,0,0,0,1
6894,6,1,309,4,9,1305,0,1,1,0,0,0,0,1,0,0,1
6895,6,5,308,4,2,1125,1,1,0,0,0,0,1,0,0,0,1
6896,5,5,237,5,2,1593,1,0,2,0,0,0,0,1,0,0,1
6897,6,2,291,4,9,1241,1,1,0,1,0,0,0,0,0,0,1
6898,4,2,264,5,6,1736,1,0,1,0,1,0,0,0,0,0,1
6899,2,2,212,4,3,1284,1,0,1,0,0,1,0,0,0,0,1
6900,4,5,196,4,10,1694,1,1,0,0,0,0,0,1,0,0,1
6901,5,5,260,5,6,1860,0,0,0,0,0,0,1,0,0,0,1
6902,6,5,266,4,6,1201,0,0,0,0,0,0,0,1,0,0,1
6903,5,2,254,5,6,1491,1,1,2,1,0,0,0,0,0,0,1
6904,5,2,249,5,8,1018,1,0,0,0,1,0,0,0,0,0,1
6905,6,5,279,4,7,1300,0,1,1,0,0,1,0,0,0,0,1
6906,6,3,306,4,5,1261,1,0,2,0,0,0,0,1,0,0,1
6907,4,5,249,5,3,1530,1,1,1,0,0,0,1,0,0,0,1
6908,6,4,297,4,9,1249,1,0,0,0,0,0,0,1,0,0,1
6909,6,1,273,4,6,1561,0,1,0,1,0,0,0,0,0,0,1
6910,6,4,299,4,9,1817,0,0,0,0,1,0,0,0,0,0,1
6911,5,5,240,5,10,1574,1,1,1,0,0,1,0,0,0,0,1
6913,5,1,251,5,7,1924,1,0,0,0,0,0,1,0,0,0,1
6914,5,5,256,5,2,1693,1,1,1,0,0,0,0,1,0,0,1
6915,5,2,226,5,5,1659,0,1,1,1,0,0,0,0,0,0,1
6916,5,3,262,5,10,1197,1,0,0,0,1,0,0,0,0,0,1
6917,7,4,261,5,6,1334,0,1,0,0,0,1,0,0,0,0,1
6918,2,2,181,2,6,1324,1,0,0,0,0,0,0,1,0,0,1
6919,6,1,254,4,6,1928,1,0,1,0,0,0,1,0,0,0,1
6920,6,1,288,4,8,1806,1,1,1,0,0,0,0,1,0,0,1
6921,6,3,245,4,10,1798,0,1,0,1,0,0,0,0,0,0,1
6922,5,3,252,2,9,1809,0,1,1,0,1,0,0,0,0,0,1
6923,4,1,293,3,8,1326,1,1,0,0,0,1,0,0,0,0,1
6924,5,3,253,4,9,1729,0,1,0,0,0,0,0,1,0,0,1
6925,6,1,245,4,10,1606,0,0,0,0,0,0,1,0,0,0,1
6926,6,4,247,4,3,1946,0,1,1,0,0,0,0,1,0,0,1
6927,5,4,274,5,7,1371,1,1,0,1,0,0,0,0,0,0,1
6928,6,4,283,4,8,1480,0,0,0,0,1,0,0,0,0,0,1
6929,6,4,286,4,8,1690,1,0,0,0,0,1,0,0,0,0,1
6930,5,4,257,5,10,1695,1,1,0,0,0,0,0,1,0,0,1
6931,5,2,258,5,2,1232,1,0,0,0,0,0,1,0,0,0,1
6932,4,2,201,3,6,5616,1,0,1,0,0,0,0,1,0,0,1
6933,3,1,231,3,1,5392,1,1,0,1,0,0,0,0,0,0,1
6934,4,5,161,2,5,5133,1,0,2,0,1,0,0,0,0,0,1
6935,5,1,250,3,8,5845,0,1,0,0,0,1,0,0,0,0,1
6937,4,4,191,2,1,4318,1,1,0,0,0,0,1,0,0,0,1
6938,4,2,271,3,4,4186,1,0,1,0,0,0,0,1,0,0,1
6939,5,4,271,3,3,5218,1,1,0,1,0,0,0,0,0,0,1
6940,4,2,224,3,1,5821,0,1,0,0,1,0,0,0,0,0,1
6941,3,5,276,5,10,5302,1,0,0,0,0,1,0,0,0,0,1
6942,4,1,264,2,3,5258,0,0,0,0,0,0,0,1,0,0,1
6943,5,2,185,3,10,4354,0,1,0,0,0,0,1,0,0,0,1
6944,3,3,253,2,5,4112,1,1,0,0,0,0,0,1,0,0,1
6945,3,5,155,4,1,4432,1,0,0,1,0,0,0,0,0,0,1
6946,4,1,219,3,5,5632,0,0,0,0,1,0,0,0,0,0,1
6947,3,2,204,4,7,4768,0,1,1,0,0,1,0,0,0,0,1
6948,4,1,196,4,3,5496,0,0,0,0,0,0,0,1,0,0,1
6949,3,4,205,5,4,4483,0,0,0,0,0,0,1,0,0,0,1
6950,3,4,187,3,9,4725,1,0,0,0,0,0,0,1,0,0,1
6951,3,1,221,2,6,5267,0,0,1,1,0,0,0,0,0,0,1
6952,5,4,143,3,1,5165,1,0,1,0,1,0,0,0,0,0,1
6953,5,3,135,3,4,5858,0,1,2,0,0,1,0,0,0,0,1
6954,3,1,207,2,7,5596,0,0,0,0,0,0,0,1,0,0,1
6955,3,2,245,2,7,4692,0,0,0,0,0,0,1,0,0,0,1
6956,5,2,257,3,2,4677,1,0,0,0,0,0,0,1,0,0,1
6957,3,1,186,3,1,5694,1,0,2,1,0,0,0,0,0,0,1
6958,5,2,246,3,2,4054,1,1,0,0,1,0,0,0,0,0,1
6959,3,4,255,2,2,4504,0,1,0,0,0,1,0,0,0,0,1
6960,5,3,206,3,1,4645,0,0,0,0,0,0,0,1,0,0,1
6961,3,1,178,4,9,4298,0,1,1,0,0,0,1,0,0,1,0
6962,5,2,274,2,5,4154,0,0,0,0,0,0,0,1,0,1,0
6963,3,1,269,4,7,5107,0,0,0,1,0,0,0,0,0,1,0
6964,5,1,282,4,9,4766,0,0,0,0,1,0,0,0,0,1,0
6965,2,4,108,5,5,4874,1,1,2,0,0,1,0,0,0,1,0
6967,2,3,215,2,3,5052,1,0,1,0,0,0,1,0,0,1,0
6968,4,1,169,4,1,5323,0,1,0,0,0,0,0,1,0,1,0
6969,3,4,165,3,4,4482,0,0,0,1,0,0,0,0,0,1,0
6970,4,4,192,4,2,5856,1,0,0,0,1,0,0,0,0,1,0
6971,4,3,206,2,9,5076,1,1,0,0,0,1,0,0,0,1,0
6972,3,5,151,2,8,4408,1,1,1,0,0,0,0,1,0,1,0
6973,3,4,150,3,5,4950,0,0,0,0,0,0,1,0,0,1,0
6974,4,3,250,3,10,4316,0,1,0,0,0,0,0,1,0,1,0
6975,5,3,168,3,2,5986,1,0,1,1,0,0,0,0,0,1,0
6976,4,1,137,2,3,4657,0,1,0,0,1,0,0,0,0,1,0
6977,6,5,148,4,1,5216,1,1,0,0,0,1,0,0,0,1,0
6978,6,2,215,5,7,4057,0,0,0,0,0,0,0,1,0,1,0
6979,4,2,269,2,2,4013,1,0,1,0,0,0,1,0,0,1,0
6980,3,5,139,3,1,4060,1,0,0,0,0,0,0,1,0,1,0
6981,4,1,205,5,10,4944,0,1,0,1,0,0,0,0,0,1,0
6982,5,4,212,2,9,4925,0,0,0,0,1,0,0,0,0,1,0
6983,3,3,136,2,10,5749,0,1,1,0,0,1,0,0,1,0,0
6984,3,3,231,3,4,4088,0,0,1,0,0,0,0,1,1,0,0
6985,4,4,215,2,7,5151,1,0,0,0,0,0,1,0,1,0,0
6986,4,4,179,3,3,5624,0,0,1,0,0,0,0,1,1,0,0
6987,3,2,223,4,3,5374,0,1,1,1,0,0,0,0,1,0,0
6988,3,5,210,3,6,5566,0,1,0,0,1,0,0,0,1,0,0
6989,4,5,133,3,8,5653,1,0,2,0,0,1,0,0,1,0,0
6990,3,1,187,2,8,4292,1,0,0,0,0,0,0,1,1,0,0
6991,4,1,256,2,2,5630,0,1,1,0,0,0,1,0,1,0,0
6992,4,5,138,2,10,4788,0,1,0,0,0,0,0,1,1,0,0
6993,3,4,198,3,7,4020,0,1,1,1,0,0,0,0,1,0,0
6994,5,5,256,3,6,4145,1,0,1,0,1,0,0,0,1,0,0
6995,4,3,254,2,3,5546,0,1,0,0,0,1,0,0,1,0,0
6996,4,1,267,2,9,5230,1,1,1,0,0,0,0,1,1,0,0
6998,3,2,215,4,3,4042,0,0,0,0,0,0,0,1,1,0,0
6999,5,5,222,3,5,4949,0,1,1,1,0,0,0,0,1,0,0
7000,5,3,267,4,1,4837,1,0,1,0,1,0,0,0,1,0,0
7001,5,5,235,5,4,5908,1,0,0,0,0,1,0,0,1,0,0
7002,4,1,181,2,2,4154,0,1,0,0,0,0,0,1,1,0,0
7003,4,1,173,4,5,5530,1,0,0,0,0,0,1,0,1,0,0
7004,3,5,208,3,1,4803,0,1,0,0,0,0,0,1,1,0,0
7005,4,3,221,2,6,4114,1,0,0,1,0,0,0,0,0,0,1
7006,3,5,141,2,9,5000,0,0,1,0,1,0,0,0,0,0,1
7007,4,1,238,3,4,4910,0,0,2,0,0,1,0,0,0,0,1
7008,3,2,126,5,6,4372,1,0,0,0,0,0,0,1,0,0,1
7009,4,1,196,2,3,4752,0,1,0,0,0,0,1,0,0,0,1
7010,4,3,169,2,7,4032,1,1,2,0,0,0,0,1,0,0,1
7011,3,3,249,3,10,5184,0,1,0,1,0,0,0,0,0,0,1
7013,4,3,197,3,2,4410,0,1,0,0,0,1,0,0,0,0,1
7014,3,5,251,4,3,5215,1,0,1,0,0,0,0,1,0,0,1
7015,4,4,145,3,8,5780,0,1,1,0,0,0,1,0,0,0,1
7016,4,1,249,3,4,5253,1,1,0,0,0,0,0,1,0,0,1
7017,6,1,103,4,2,5089,0,1,0,1,0,0,0,0,0,0,1
7018,2,5,264,5,1,4426,0,0,1,0,1,0,0,0,0,0,1
7020,4,4,139,3,2,5135,0,1,1,0,0,0,0,1,0,0,1
7021,5,3,270,2,7,5248,1,0,0,0,0,0,1,0,0,0,1
7022,4,2,227,2,8,4878,1,1,0,0,0,0,0,1,0,0,1
7023,3,1,179,2,10,4828,0,0,1,1,0,0,0,0,0,0,1
7024,3,3,273,3,6,5269,1,0,1,0,1,0,0,0,0,0,1
7025,5,1,153,2,7,4944,1,0,0,0,0,1,0,0,0,0,1
7027,6,3,114,4,10,5865,0,0,2,0,0,0,1,0,0,0,1
7028,4,4,214,2,1,4117,1,0,2,0,0,0,0,1,0,0,1
7029,3,4,196,4,4,5031,0,0,0,1,0,0,0,0,0,0,1
7030,5,1,159,2,5,4382,0,0,1,0,1,0,0,0,0,0,1
7031,3,2,258,2,1,5862,0,1,0,0,0,1,0,0,0,0,1
7032,5,5,125,3,10,4997,0,1,0,0,0,0,0,1,0,0,1
7033,6,2,232,3,7,5219,1,0,1,0,0,0,1,0,0,0,1
7034,4,3,196,2,10,5709,1,1,2,0,0,0,0,1,0,0,1
7035,4,2,257,3,3,5549,1,1,0,1,0,0,0,0,0,0,1
